lon,lat,TWID,NFH,RESULT,DESCP,vill
90.753887,23.406806,O00058038,384,,,O00
90.753398,23.406856,O00058011,384,Y,,O00
90.754337,23.408206,O00009010,21,Y,,O00
90.754230,23.408023,O00009020,23,Y,,O00
90.753864,23.409406,O00059010,318,Y,,O00
90.753269,23.410057,O00006010,14,Y,,O00
90.754032,23.410425,O00005010,13,Y,,O00
90.754062,23.410591,O00004010,9,Y,,O00
90.754184,23.411006,O00003010,3,Y,,O00
90.753963,23.410841,O00003020,3,Y,,O00
90.753932,23.410724,O00003030,4,Y,,O00
90.753734,23.410957,O00075010,343,N,,O00
90.789952,23.375218,VBA010010,84,Y,,VBA
90.790318,23.375401,VBA010020,94,Y,,VBA
90.789754,23.375119,VBA010030,485,Y,,VBA
90.790135,23.375218,VBA010040,532,Y,,VBA
90.790471,23.375785,VBA025010,216,,,VBA
90.790517,23.375501,VBA025020,221,Y,,VBA
90.790433,23.375785,VBA025030,218,Y,,VBA
90.790654,23.375985,VBA024010,200,Y,,VBA
90.790585,23.376019,VBA024020,211,,,VBA
90.790501,23.376334,VBA023010,195,Y,,VBA
90.790555,23.376134,VBA023020,198,Y,,VBA
90.789883,23.376334,VBA018010,141,Y,,VBA
90.790303,23.376435,VBA018020,145,Y,,VBA
90.789800,23.376000,VBA018030,451,Y,,VBA
90.789838,23.376084,VBA018040,486,Y,,VBA
90.789952,23.376201,VBA018050,135,Y,,VBA
90.789838,23.375735,VBA015010,119,Y,,VBA
90.789883,23.375918,VBA016010,124,Y,,VBA
90.789800,23.375852,VBA016020,125,Y,,VBA
90.789754,23.376702,VBA021010,169,Y,,VBA
90.789754,23.376401,VBA021020,178,Y,,VBA
90.789868,23.376851,VBA021030,475,,,VBA
90.790303,23.376552,VBA020010,150,Y,,VBA
90.790166,23.377435,VBA022010,181,,,VBA
90.789983,23.377551,VBA022020,506,N,,VBA
90.790639,23.377219,VBA049010,570,N,,VBA
90.791066,23.375985,VBA027011,236,,,VBA
90.790639,23.375834,VBA027020,236,Y,,VBA
90.790906,23.375651,VBA028010,556,Y,,VBA
90.791234,23.375802,VBA029010,245,Y,,VBA
90.790852,23.376002,VBA029020,250,Y,,VBA
90.790768,23.376369,VBA030010,262,Y,,VBA
90.791104,23.376534,VBA031010,267,Y,,VBA
90.791051,23.376802,VBA031020,270,Y,,VBA
90.791234,23.376285,VBA032010,281,Y,,VBA
90.791303,23.376019,VBA033010,283,Y,,VBA
90.791455,23.375970,VBA035010,300,Y,,VBA
90.791455,23.375552,VBA035020,300,Y,,VBA
90.791684,23.375901,VBA036010,301,Y,,VBA
90.791470,23.376136,VBA036020,303,Y,,VBA
90.791852,23.375802,VBA036030,311,Y,,VBA
90.791737,23.376136,VBA036040,313,Y,,VBA
90.791852,23.375834,VBA036050,246,Y,,VBA
90.791783,23.376319,VBA037010,321,,,VBA
90.791653,23.376586,VBA037020,324,Y,,VBA
90.791722,23.376435,VBA037030,325,Y,,VBA
90.792088,23.376935,VBA039010,341,Y,,VBA
90.792104,23.376802,VBA039020,346,Y,,VBA
90.792119,23.376670,VBA039030,350,Y,,VBA
90.791684,23.376819,VBA039040,355,Y,,VBA
90.792104,23.376769,VBA039050,447,Y,,VBA
90.791783,23.376920,VBA038010,331,Y,,VBA
90.791753,23.377086,VBA038020,332,Y,,VBA
90.791722,23.377086,VBA038030,333,Y,,VBA
90.791905,23.377135,VBA038040,336,Y,,VBA
90.791966,23.376985,VBA038050,490,Y,,VBA
90.755619,23.387495,L00001010,4,Y,,L00
90.755398,23.387796,L00001020,1,Y,,L00
90.756580,23.388862,L00015010,63,Y,,L00
90.756969,23.388328,L00016010,64,Y,,L00
90.757481,23.388830,L00017010,67,Y,,L00
90.757580,23.389080,L00017020,70,Y,,L00
90.757999,23.389196,L00018010,76,Y,,L00
90.756367,23.389846,L00012010,47,N,,L00
90.756115,23.389762,L00012020,48,Y,,L00
90.756168,23.389362,L00013010,63,,,L00
90.755680,23.389511,L00010010,45,N,,L00
90.754581,23.390028,L00007010,30,Y,,L00
90.754452,23.390077,L00007020,31,Y,,L00
90.754169,23.389045,L00005010,24,Y,,L00
90.754032,23.388811,L00005020,25,Y,,L00
90.754146,23.388378,L00023010,18,Y,,L00
90.754681,23.388410,L00029010,110,Y,,L00
90.754421,23.387477,L00002010,9,Y,,L00
90.754017,23.387477,L00025010,10,Y,,L00
90.753818,23.387361,L00022010,105,Y,,L00
90.755413,23.390579,L00009010,38,Y,,L00
90.755703,23.390695,L00009020,39,Y,,L00
90.757732,23.390146,L00019010,80,,,L00
90.758785,23.391113,L00020010,88,Y,,L00
90.758503,23.390930,L00020020,89,,,L00
90.760380,23.391613,L00021010,95,Y,,L00
90.754467,23.388145,L00026010,98,Y,,L00
90.754712,23.386755,V28052010,251,Y,,V28
90.754979,23.386570,V28052020,249,Y,,V28
90.756894,23.386738,V28051010,244,Y,,V28
90.756726,23.386256,V28051011,245,Y,,V28
90.756428,23.387339,V28050010,243,Y,,V28
90.757313,23.386706,V28056010,246,Y,,V28
90.756749,23.385638,V28032010,160,Y,,V28
90.756444,23.385638,V28031010,158,Y,,V28
90.756978,23.386021,V28033010,163,Y,,V28
90.757496,23.385855,V28034010,166,Y,,V28
90.758610,23.385939,V28035010,168,N,,V28
90.759594,23.386038,V28036010,171,Y,,V28
90.759915,23.386090,V28036020,172,Y,,V28
90.763363,23.386208,V28047010,227,,,V28
90.763348,23.386324,V28047020,228,,,V28
90.763028,23.386040,V28047030,231,Y,,V28
90.763096,23.385891,V28047040,233,Y,,V28
90.762799,23.386023,V28047050,234,Y,,V28
90.764226,23.385973,V28038010,190,Y,,V28
90.764142,23.385491,V28062010,319,Y,,V28
90.764294,23.385041,V28041010,201,Y,,V28
90.764233,23.384774,V28042010,204,Y,,V28
90.764683,23.384524,V28042020,335,Y,,V28
90.764996,23.384692,V28042011,208,Y,,V28
90.764844,23.385540,V28043010,209,N,,V28
90.764943,23.385325,V28043020,210,Y,,V28
90.765294,23.385458,V28043030,211,Y,,V28
90.765126,23.386258,V28046010,24,Y,,V28
90.765545,23.386359,V28046020,25,Y,,V28
90.765309,23.386475,V28046030,26,,,V28
90.765462,23.385108,V28044010,214,N,,V28
90.765584,23.385191,V28045010,216,Y,,V28
90.765843,23.385542,V28045020,219,Y,,V28
90.765545,23.385357,V28045030,270,Y,,V28
90.759877,23.383440,V28021010,149,,,V28
90.759648,23.383238,V28021020,150,N,,V28
90.759663,23.383772,V28028010,148,Y,,V28
90.759595,23.383940,V28028020,273,Y,,V28
90.758580,23.384789,V28054010,155,,,V28
90.759480,23.385039,V28027010,174,Y,,V28
90.759930,23.385039,V28026010,176,Y,,V28
90.760647,23.384690,V28023010,182,Y,,V28
90.760914,23.384707,V28023020,180,Y,,V28
90.760998,23.383889,V28022010,142,Y,,V28
90.761098,23.383639,V28022020,143,Y,,V28
90.761494,23.384873,V28037013,188,Y,,V28
90.761746,23.384774,V28037023,188,,,V28
90.764630,23.385224,V28040010,198,Y,,V28
90.764714,23.385174,V28040020,199,Y,,V28
90.764630,23.385090,V28040030,200,Y,,V28
90.761113,23.382241,V28057010,141,,,V28
90.761899,23.378991,V28001010,7,Y,,V28
90.761716,23.378857,V28001020,12,Y,,V28
90.761914,23.378407,V28001030,16,Y,,V28
90.763379,23.378340,V28058010,17,Y,,V28
90.762601,23.377507,V28002010,18,Y,,V28
90.762265,23.377657,V28002020,19,Y,,V28
90.763150,23.376339,V28003010,32,Y,,V28
90.763486,23.376690,V28003020,40,Y,,V28
90.763631,23.376690,V28003030,264,Y,,V28
90.761746,23.376023,V28004010,52,Y,,V28
90.761502,23.375657,V28004020,43,Y,,V28
90.760503,23.376406,V28005010,62,Y,,V28
90.758900,23.376856,V28006010,69,Y,,V28
90.759663,23.378321,V28007010,70,Y,,V28
90.759434,23.379139,V28008010,72,Y,,V28
90.759511,23.379422,V28008020,72,Y,,V28
90.759183,23.378889,V28008030,80,Y,,V28
90.759297,23.382088,V28019010,138,Y,,V28
90.758679,23.381173,V28014010,110,,,V28
90.756100,23.378105,V28010010,87,,,V28
90.756863,23.379971,V28011010,92,Y,,V28
90.756329,23.381106,V28012010,98,Y,,V28
90.757344,23.381205,V28013010,99,Y,,V28
90.756650,23.381939,V28016010,268,Y,,V28
90.756764,23.382521,V28017010,121,Y,,V28
90.756848,23.382271,V28017020,317,Y,,V28
90.756779,23.383889,V28030010,260,Y,,V28
90.758847,23.383040,V28020010,151,Y,,V28
90.758412,23.382489,V28018010,129,Y,,V28
90.758381,23.383740,V28029010,154,Y,,V28
90.758030,23.387156,V28049010,312,,,V28
90.769215,23.373309,V27008010,52,Y,,V27
90.769154,23.373692,V27008020,53,Y,,V27
90.768933,23.373559,V27008030,54,Y,,V27
90.768865,23.373576,V27009010,55,Y,,V27
90.768834,23.373725,V27009020,56,N,,V27
90.768582,23.373759,V27009030,58,Y,,V27
90.768636,23.373759,V27009040,60,Y,,V27
90.768636,23.373341,V27009050,62,Y,,V27
90.768597,23.373509,V27009060,180,Y,,V27
90.768437,23.373375,V27010010,63,Y,,V27
90.766950,23.372841,V27011010,66,Y,,V27
90.766652,23.373141,V27011020,67,,,V27
90.766736,23.373141,V27011030,68,Y,,V27
90.766415,23.373242,V27011040,69,Y,,V27
90.766286,23.373374,V27011050,70,,,V27
90.766354,23.373408,V27011060,71,N,,V27
90.766286,23.373442,V27011070,74,Y,,V27
90.766515,23.373591,V27011080,75,Y,,V27
90.766248,23.373675,V27011090,79,Y,,V27
90.766316,23.373808,V27011100,81,Y,,V27
90.766454,23.373759,V27011110,82,Y,,V27
90.766652,23.373759,V27011120,85,Y,,V27
90.766782,23.373242,V27011130,86,Y,,V27
90.766950,23.373675,V27011140,89,Y,,V27
90.766286,23.373759,V27011150,80,Y,,V27
90.766553,23.374274,V27012010,103,,,V27
90.766499,23.373625,V27012020,105,,,V27
90.766904,23.374074,V27012030,106,Y,,V27
90.770169,23.373808,V27020010,51,Y,,V27
90.769681,23.374543,V27017010,49,,,V27
90.769681,23.374659,V27017020,49,Y,,V27
90.769452,23.373742,V27017013,49,Y,,V27
90.770200,23.373410,V27017023,49,Y,,V27
90.770436,23.373009,V27017033,49,,,V27
90.770520,23.373393,V27017043,49,Y,,V27
90.769803,23.373293,V27017053,49,,,V27
90.769833,23.373042,V27017063,49,,,V27
90.766934,23.374392,V27013010,111,Y,,V27
90.767018,23.374775,V27013020,113,Y,,V27
90.766698,23.374575,V27013030,115,Y,,V27
90.766370,23.375041,V27014010,116,,,V27
90.765935,23.375058,V27014020,116,Y,,V27
90.766049,23.374875,V27014030,118,Y,,V27
90.765569,23.374909,V27014040,119,Y,,V27
90.765347,23.374074,V27015010,120,Y,,V27
90.765302,23.373974,V27015020,121,,,V27
90.765347,23.373724,V27015030,123,Y,,V27
90.765050,23.373791,V27015040,124,Y,,V27
90.765019,23.374073,V27015050,126,Y,,V27
90.765004,23.374024,V27015060,127,Y,,V27
90.765202,23.374274,V27015070,130,,,V27
90.764851,23.374440,V27016010,133,Y,,V27
90.764333,23.374291,V27016020,135,,,V27
90.764569,23.373873,V27016030,138,Y,,V27
90.764119,23.374590,V27016040,142,,,V27
90.764150,23.374707,V27016050,146,Y,,V27
90.764180,23.374875,V27016060,149,Y,,V27
90.764584,23.374958,V27016070,148,,,V27
90.769200,23.375775,V27019010,48,Y,,V27
90.768513,23.376425,V27007010,47,Y,,V27
90.768117,23.376074,V27007011,47,Y,,V27
90.767781,23.377041,V27005010,26,Y,,V27
90.767651,23.376959,V27005020,27,Y,,V27
90.767850,23.376925,V27005030,28,Y,,V27
90.768033,23.376809,V27005040,30,Y,,V27
90.768170,23.376792,V27005050,33,Y,,V27
90.768315,23.376860,V27005060,34,Y,,V27
90.768346,23.377392,V27005070,38,Y,,V27
90.768018,23.377192,V27005080,42,Y,,V27
90.767781,23.377041,V27005090,192,N,,V27
90.768399,23.376959,V27005100,36,Y,,V27
90.768735,23.378476,V27024010,196,Y,,V27
90.767636,23.378325,V27006010,21,,,V27
90.766652,23.378508,V27027010,178,Y,,V27
90.766949,23.378409,V27027020,179,Y,,V27
90.766751,23.378125,V27027030,179,N,,V27
90.766469,23.378241,V27026010,175,Y,,V27
90.765919,23.377675,V27004010,14,Y,,V27
90.766095,23.377741,V27004020,15,Y,,V27
90.766446,23.377942,V27018010,19,Y,,V27
90.765485,23.377558,V27003010,13,Y,,V27
90.764119,23.378024,V27001010,2,,,V27
90.764149,23.377907,V27001020,3,Y,,V27
90.764348,23.377791,V27001030,4,Y,,V27
90.764401,23.378024,V27001040,164,Y,,V27
90.764317,23.378808,V27022010,160,Y,,V27
90.765713,23.378624,V27025010,174,Y,,V27
90.727795,23.398466,V18077010,643,N,,V18
90.728062,23.398283,V18077020,644,N,,V18
90.727711,23.398201,V18077030,646,N,,V18
90.728489,23.398082,V18077040,648,N,,V18
90.728245,23.398166,V18077050,649,N,,V18
90.728047,23.397800,V18077060,650,N,,V18
90.728344,23.397516,V18078010,654,N,,V18
90.727841,23.397516,V18078020,656,N,,V18
90.727841,23.397733,V18078030,656,,,V18
90.727558,23.397783,V18078040,658,N,,V18
90.727490,23.397234,V18079010,665,Y,,V18
90.727558,23.397501,V18079020,672,,,V18
90.727192,23.397016,V18080010,680,N,,V18
90.727124,23.396616,V18080020,688,N,,V18
90.727429,23.396650,V18080030,688,N,,V18
90.726628,23.397165,V18080040,686,N,,V18
90.727124,23.396183,V18148010,816,N,,V18
90.726261,23.397382,V18082010,691,N,,V18
90.726361,23.397115,V18082020,695,,,V18
90.725590,23.397783,V18083010,698,Y,,V18
90.725514,23.398100,V18083020,721,N,,V18
90.725376,23.397649,V18083030,698,Y,,V18
90.724957,23.397716,V18083011,699,N,,V18
90.725529,23.398117,V18084010,701,N,,V18
90.725178,23.398216,V18084020,702,N,,V18
90.725262,23.398250,V18084030,703,N,,V18
90.724980,23.398433,V18084040,704,N,,V18
90.725010,23.398634,V18084050,705,N,,V18
90.725346,23.398616,V18084060,708,N,,V18
90.725193,23.398315,V18084070,709,N,,V18
90.725392,23.398832,V18084080,851,N,,V18
90.725125,23.398849,V18084090,851,,,V18
90.724758,23.398367,V18084100,718,N,,V18
90.724728,23.398634,V18084110,719,Y,,V18
90.724941,23.398599,V18084120,944,,,V18
90.723507,23.397499,V18125010,745,,,V18
90.722294,23.396333,V18169010,882,,,V18
90.694773,23.393486,V84062010,308,N,,V84
90.694635,23.393771,V84062020,309,N,,V84
90.695269,23.393637,V84034010,302,,,V84
90.695200,23.393454,V84033010,549,N,,V84
90.696322,23.392487,V84081010,492,N,,V84
90.696573,23.392319,V84081020,513,N,,V84
90.697405,23.391520,V84032013,259,N,,V84
90.697306,23.391287,V84032010,259,N,,V84
90.696955,23.391369,V84032020,260,N,,V84
90.697237,23.390986,V84031010,256,N,,V84
90.697550,23.391087,V84031020,258,N,,V84
90.697603,23.390837,V84031030,446,,,V84
90.697390,23.390320,V84029010,241,N,,V84
90.697573,23.390353,V84029020,242,Y,,V84
90.697840,23.390620,V84029030,244,N,,V84
90.697352,23.390137,V84028010,238,,,V84
90.697573,23.389986,V84028020,519,,,V84
90.698450,23.389838,V84027010,224,N,,V84
90.698336,23.389887,V84027020,227,N,,V84
90.698038,23.389769,V84027030,229,N,,V84
90.698122,23.390120,V84027040,235,Y,,V84
90.698305,23.390187,V84027050,236,,,V84
90.700190,23.389170,V84065010,313,N,,V84
90.700556,23.389002,V84066010,314,N,,V84
90.700556,23.388688,V84066020,490,N,,V84
90.701105,23.388770,V84067010,315,N,,V84
90.702555,23.388770,V84068010,360,N,,V84
90.702906,23.388287,V84079010,489,N,,V84
90.703051,23.388569,V84079020,495,N,,V84
90.702601,23.387820,V84070010,364,N,,V84
90.705301,23.388770,V84089010,488,,,V84
90.742849,23.397345,T00042010,261,N,,T00
90.742803,23.396563,T00047010,299,N,,T00
90.742864,23.396063,T00040010,258,N,,T00
90.743169,23.395630,T00040020,258,Y,,T00
90.745367,23.396095,T00040018,258,Y,,T00
90.744436,23.393429,T00048010,304,N,,T00
90.742918,23.394545,T00051010,315,N,,T00
90.742803,23.393829,T00055010,352,,,T00
90.744199,23.393963,T00037010,285,,,T00
90.744215,23.394013,T00037020,285,,,T00
90.743749,23.393545,T00036010,249,,,T00
90.743886,23.393461,T00036020,252,Y,,T00
90.743764,23.393229,T00035010,244,N,,T00
90.743581,23.393129,T00035020,246,,,T00
90.743688,23.393429,T00035030,247,N,,T00
90.743482,23.392729,T00033010,232,,,T00
90.743452,23.392479,T00032010,228,,,T00
90.743352,23.392296,T00032020,224,N,,T00
90.743215,23.391846,T00031010,218,N,,T00
90.742734,23.391730,T00030010,207,N,,T00
90.743055,23.391745,T00030020,210,N,,T00
90.743169,23.391829,T00030030,211,N,,T00
90.742734,23.391445,T00029010,203,N,,T00
90.742765,23.391413,T00029020,205,N,,T00
90.742422,23.390679,T00028010,291,N,,T00
90.742284,23.390629,T00028020,193,N,,T00
90.741971,23.390762,T00028030,193,,,T00
90.742101,23.390362,T00027010,185,N,,T00
90.743070,23.390579,T00058010,215,N,,T00
90.744932,23.390345,T00058020,215,N,,T00
90.739583,23.390595,T00049010,306,N,,T00
90.739889,23.389061,T00044010,298,,,T00
90.739553,23.389145,T00044020,298,,,T00
90.740667,23.389345,T00026013,179,Y,,T00
90.740789,23.387980,T00026010,173,N,,T00
90.741003,23.388228,T00026020,174,N,,T00
90.740919,23.388361,T00026030,175,N,,T00
90.741087,23.388411,T00026040,176,,,T00
90.741018,23.388579,T00026050,177,,,T00
90.740903,23.388611,T00026060,178,N,,T00
90.740667,23.388628,T00026070,179,N,,T00
90.740415,23.388178,T00026011,182,,,T00
90.740453,23.387112,T00013010,73,,,T00
90.740469,23.387112,T00013020,77,N,,T00
90.740171,23.387179,T00013030,272,N,,T00
90.740285,23.386627,T00012010,67,N,,T00
90.739988,23.386078,T00011010,61,N,,T00
90.739866,23.386212,T00011020,63,N,,T00
90.740453,23.386145,T00043010,294,N,,T00
90.739767,23.385744,T00009010,54,N,,T00
90.739622,23.385544,T00009020,51,,,T00
90.739271,23.385227,T00007010,38,N,,T00
90.738988,23.385111,T00006010,35,N,,T00
90.738866,23.384928,T00005010,25,,,T00
90.738805,23.384379,T00003010,19,,,T00
90.737173,23.384379,T00045018,292,,,T00
90.741338,23.388128,T00025010,172,N,,T00
90.741903,23.387312,T00024010,154,,,T00
90.742315,23.387329,T00024020,155,N,,T00
90.742300,23.387495,T00024030,158,,,T00
90.742185,23.387512,T00024040,159,N,,T00
90.741918,23.387512,T00024050,162,,,T00
90.741888,23.387379,T00024060,165,N,,T00
90.741872,23.387411,T00024070,166,N,,T00
90.742452,23.386746,T00023010,140,N,,T00
90.742605,23.386946,T00023020,147,N,,T00
90.742323,23.386028,T00022010,136,Y,,T00
90.741972,23.386345,T00021010,129,,,T00
90.742017,23.386063,T00021020,133,N,,T00
90.741437,23.386179,T00019010,123,N,,T00
90.741399,23.386345,T00019020,125,N,,T00
90.742605,23.385262,T00018010,115,N,,T00
90.742773,23.385529,T00018020,122,,,T00
90.742750,23.384730,T00017010,0,N,,T00
90.742872,23.384379,T00017020,107,N,,T00
90.743284,23.383795,T00014010,85,N,,T00
90.743452,23.383946,T00014020,86,,,T00
90.742300,23.383679,T00053010,325,N,,T00
90.742117,23.384030,T00050010,311,N,,T00
90.742170,23.384129,T00039010,96,,,T00
90.739271,23.385843,T00038010,295,N,,T00
90.739652,23.386011,T00010010,56,N,,T00
90.727828,23.419419,R00033010,260,N,,R00
90.727599,23.419785,R00048010,348,Y,,R00
90.732833,23.411652,R00002010,5,Y,,R00
90.732848,23.411768,R00002020,6,Y,,R00
90.732817,23.411801,R00002030,7,Y,,R00
90.732314,23.411887,R00002040,14,Y,,R00
90.732329,23.412236,R00002050,15,Y,,R00
90.732283,23.411786,R00002060,16,Y,,R00
90.732428,23.411936,R00002070,17,,,R00
90.732497,23.411852,R00002080,339,Y,,R00
90.733130,23.412135,R00002090,19,Y,,R00
90.731299,23.409852,R00001010,1,Y,,R00
90.731696,23.409352,R00001020,1,,,R00
90.731032,23.410836,R00029010,2,Y,,R00
90.730765,23.411402,R00034010,262,Y,,R00
90.730666,23.411452,R00028010,3,,,R00
90.730445,23.412018,R00030010,4,,,R00
90.729865,23.412219,R00041010,278,,,R00
90.731879,23.413451,R00004010,42,Y,,R00
90.731215,23.412753,R00004020,45,,,R00
90.731414,23.413002,R00004030,44,Y,,R00
90.731627,23.412386,R00004040,34,Y,,R00
90.731551,23.412602,R00004050,31,Y,,R00
90.731581,23.412619,R00004060,32,Y,,R00
90.731711,23.412817,R00004070,29,Y,,R00
90.731780,23.412636,R00004080,26,Y,,R00
90.731414,23.412768,R00004090,37,,,R00
90.732177,23.412035,R00003010,21,Y,,R00
90.731917,23.412035,R00003020,24,Y,,R00
90.732184,23.412335,R00003030,25,Y,,R00
90.731963,23.412436,R00003040,264,Y,,R00
90.730048,23.413269,R00005010,55,Y,,R00
90.729995,23.413369,R00005020,54,Y,,R00
90.730246,23.413168,R00005030,51,,,R00
90.730277,23.413102,R00005040,51,Y,,R00
90.730231,23.413102,R00005050,50,Y,,R00
90.730147,23.413752,R00005060,61,,,R00
90.730017,23.413901,R00005070,63,Y,,R00
90.730101,23.413886,R00005080,63,N,,R00
90.729811,23.413619,R00005015,63,Y,,R00
90.730117,23.413485,R00005090,62,Y,,R00
90.730063,23.413401,R00005100,57,Y,,R00
90.730345,23.413485,R00005110,375,,,R00
90.730567,23.413601,R00005120,46,,,R00
90.730696,23.413502,R00005130,42,Y,,R00
90.730498,23.413168,R00005140,48,Y,,R00
90.731131,23.413119,R00005011,43,Y,,R00
90.729529,23.413868,R00006010,66,Y,,R00
90.729529,23.413752,R00006020,67,Y,,R00
90.729277,23.413886,R00006030,69,Y,,R00
90.729514,23.414168,R00006040,291,Y,,R00
90.729331,23.414151,R00006050,73,Y,,R00
90.729232,23.414151,R00007010,74,Y,,R00
90.729247,23.414435,R00007020,75,Y,,R00
90.729163,23.414452,R00007030,76,Y,,R00
90.728965,23.414185,R00007040,79,Y,,R00
90.728911,23.414101,R00007050,80,Y,,R00
90.729018,23.414069,R00007060,81,Y,,R00
90.729132,23.414051,R00007070,82,Y,,R00
90.728545,23.414652,R00009010,102,Y,,R00
90.728415,23.414301,R00009020,105,Y,,R00
90.728484,23.414452,R00009030,106,Y,,R00
90.728415,23.414385,R00009040,107,Y,,R00
90.727950,23.414484,R00009050,109,Y,,R00
90.728202,23.414818,R00009060,114,Y,,R00
90.727980,23.414818,R00009070,117,Y,,R00
90.727851,23.414986,R00010010,120,Y,,R00
90.727515,23.415068,R00011010,123,Y,,R00
90.727301,23.414885,R00012010,125,Y,,R00
90.727149,23.414885,R00012020,124,Y,,R00
90.727347,23.415234,R00012030,128,N,,R00
90.726966,23.415385,R00012040,130,Y,,R00
90.726927,23.415167,R00012050,131,Y,,R00
90.727927,23.415652,R00036010,285,Y,,R00
90.727965,23.415635,R00036020,285,Y,,R00
90.727683,23.416102,R00049010,351,,,R00
90.728728,23.413968,R00008010,90,Y,,R00
90.728629,23.414086,R00008020,92,Y,,R00
90.729048,23.414668,R00008030,96,Y,,R00
90.729079,23.414519,R00008040,97,Y,,R00
90.728995,23.414618,R00008050,99,Y,,R00
90.728911,23.414502,R00008060,100,Y,,R00
90.728812,23.414601,R00008070,101,Y,,R00
90.727614,23.415902,R00035010,284,Y,,R00
90.726546,23.415419,R00013010,132,Y,,R00
90.726912,23.415301,R00013020,133,Y,,R00
90.726882,23.415501,R00013030,135,N,,R00
90.726645,23.415568,R00013040,136,Y,,R00
90.726531,23.415535,R00013050,138,Y,,R00
90.726096,23.416050,R00014010,140,N,,R00
90.725714,23.415568,R00014020,145,N,,R00
90.725730,23.415936,R00014030,144,N,,R00
90.726096,23.415585,R00014040,334,,,R00
90.725547,23.415768,R00031010,147,N,,R00
90.725630,23.416018,R00031020,146,Y,,R00
90.725096,23.415884,R00044010,292,Y,,R00
90.724868,23.415669,R00015010,148,,,R00
90.725165,23.415869,R00015020,149,Y,,R00
90.725249,23.416050,R00015030,152,,,R00
90.725218,23.416218,R00015040,154,N,,R00
90.724883,23.416117,R00015050,157,,,R00
90.724929,23.416352,R00015060,158,N,,R00
90.724295,23.416968,R00016010,160,Y,,R00
90.724097,23.417284,R00016020,164,Y,,R00
90.723235,23.418585,R00017010,165,,,R00
90.722746,23.418934,R00017020,167,,,R00
90.723128,23.419001,R00017030,168,N,,R00
90.723464,23.418234,R00017011,165,Y,,R00
90.723364,23.418701,R00017040,169,N,,R00
90.723563,23.418902,R00017050,170,N,,R00
90.723815,23.419251,R00017060,171,N,,R00
90.723799,23.418701,R00017070,172,N,,R00
90.723563,23.418667,R00017080,170,,,R00
90.725012,23.418835,R00040010,300,N,,R00
90.724784,23.418885,R00040020,301,,,R00
90.724715,23.418867,R00040030,288,N,,R00
90.724883,23.419068,R00018010,173,,,R00
90.725417,23.419451,R00020010,176,Y,,R00
90.725363,23.419134,R00020020,178,N,,R00
90.725432,23.418885,R00020030,182,N,,R00
90.725463,23.419350,R00020040,183,,,R00
90.725585,23.419001,R00020050,186,N,,R00
90.725783,23.418469,R00039010,275,N,,R00
90.725417,23.418400,R00039020,353,,,R00
90.725585,23.418269,R00038010,214,N,,R00
90.726096,23.418385,R00051010,364,N,,R00
90.726134,23.418068,R00046010,302,N,,R00
90.726294,23.418368,R00047010,344,N,,R00
90.725897,23.418885,R00020060,205,,,R00
90.725798,23.419602,R00020070,200,Y,,R00
90.725768,23.419550,R00020080,196,,,R00
90.726065,23.418852,R00021010,207,N,,R00
90.725669,23.419735,R00021020,213,N,,R00
90.726233,23.419169,R00021030,315,N,,R00
90.726332,23.418835,R00021040,210,N,,R00
90.725897,23.418351,R00021013,207,N,,R00
90.726378,23.418736,R00022010,263,N,,R00
90.726348,23.419117,R00022020,216,N,,R00
90.726294,23.419367,R00022030,218,N,,R00
90.726332,23.419602,R00022040,219,N,,R00
90.726584,23.419401,R00022050,220,N,,R00
90.726317,23.419335,R00022060,221,N,,R00
90.726248,23.419869,R00032010,222,N,,R00
90.726714,23.420369,R00027010,228,N,,R00
90.726477,23.420302,R00027020,227,N,,R00
90.726668,23.419768,R00024010,253,N,,R00
90.726996,23.419285,R00024020,254,,,R00
90.726882,23.419352,R00024030,255,,,R00
90.727149,23.419268,R00024040,256,,,R00
90.727065,23.419634,R00024050,257,N,,R00
90.727149,23.419634,R00024060,258,N,,R00
90.727179,23.419834,R00024070,259,N,,R00
90.726729,23.419834,R00024080,277,,,R00
90.746279,23.405255,V33026010,1,Y,,V33
90.745645,23.405172,V33001010,2,,,V33
90.745096,23.405639,V33002010,5,N,,V33
90.745180,23.405589,V33002020,6,,,V33
90.745409,23.405772,V33003010,4,Y,,V33
90.745127,23.406022,V33004010,115,Y,,V33
90.744959,23.406322,V33006010,17,Y,,V33
90.744425,23.406573,V33007010,23,N,,V33
90.744394,23.407056,V33008010,30,N,,V33
90.744341,23.407123,V33009010,113,Y,,V33
90.744142,23.407323,V33009020,39,N,,V33
90.744180,23.407422,V33009030,41,Y,,V33
90.743814,23.407640,V33013010,121,N,,V33
90.743463,23.407922,V33013020,121,,,V33
90.743524,23.408021,V33014010,48,Y,,V33
90.742876,23.408671,V33016010,55,,,V33
90.742677,23.408904,V33016020,56,N,,V33
90.741563,23.410005,V33017010,58,Y,,V33
90.741441,23.410138,V33017020,60,,,V33
90.741312,23.409289,V33017011,109,Y,,V33
90.740991,23.410138,V33018010,61,,,V33
90.741090,23.410239,V33018020,61,Y,,V33
90.740907,23.410190,V33018030,61,Y,,V33
90.740762,23.410321,V33018040,64,N,,V33
90.740747,23.410390,V33019010,117,,,V33
90.740930,23.410440,V33019020,65,,,V33
